datetime,PM2.5,PM10,AQI,PM2.5_lag_1h,PM2.5_lag_3h,PM2.5_lag_6h,PM10_lag_1h,PM10_lag_3h,PM10_lag_6h,PM2.5_mean_3h,PM2.5_std_3h,PM2.5_mean_6h,PM2.5_std_6h,PM10_mean_3h,PM10_std_3h,PM10_mean_6h,PM10_std_6h
2023-01-01 06:00:00,62.34648275666324,81.93647662477848,74.82705935080405,51.81007844990681,59.85443880410629,52.48357076505616,81.68034514476987,87.86268817662379,87.40942038025312,57.72337191812834,5.385385997523083,56.3970607611569,4.569346016672675,81.48982232172848,0.5664775823222007,83.47151847166761,4.063508015417658
2023-01-01 07:00:00,59.01355454781496,80.8526451956371,71.83861527677193,62.34648275666324,51.81007844990681,50.05650237967059,81.93647662477848,79.26612743231063,96.39706895205082,58.30258962100718,4.442252695082449,55.34594288689641,4.3342989366187235,84.00665002543377,4.556610722822934,83.69954181821127,4.384878490682947
2023-01-01 08:00:00,53.547731558543326,89.23082825588575,74.53793805317255,59.01355454781496,51.81007844990681,54.733044562231946,80.8526451956371,81.68034514476987,71.05336221703959,55.3696725549672,3.155694374198842,55.87588514912289,3.9967549941098346,86.43810056913621,4.837146245154506,86.00916813569792,5.163189754000484
2023-01-01 09:00:00,53.547731558543326,89.23082825588575,69.68387055751825,53.547731558543326,62.34648275666324,59.85443880410629,89.23082825588575,81.93647662477848,87.86268817662379,54.028398380117416,0.8325393564790603,56.519070693895664,3.489987524434317,90.52851394966736,2.2476575538848875,87.66158658723613,5.086667288997146
2023-01-01 10:00:00,54.98973202326559,93.12388533723056,78.00899087715106,53.547731558543326,59.01355454781496,51.81007844990681,89.23082825588575,80.8526451956371,79.26612743231063,54.73555176678415,1.0833300534490315,56.10923792448202,2.7305595939188403,91.31652314903847,1.9613962324425132,89.18966178287229,4.34604538262707
2023-01-01 11:00:00,55.66919171854354,91.59485585399914,74.22482260034853,54.98973202326559,53.547731558543326,51.81007844990681,93.12388533723056,89.23082825588575,81.68034514476987,56.848803293996816,2.653415054066891,54.570140723541556,3.3076903503984294,91.9412229966084,1.0531025751614507,90.1738125089093,2.2377918025734393
2023-01-01 12:00:00,59.88748614018133,91.10492779859548,81.72198958726419,55.66919171854354,53.547731558543326,62.34648275666324,91.59485585399914,89.23082825588575,81.93647662477848,55.11188306696571,5.077249506891981,54.208087270023476,3.5518603462377087,89.81911106815123,2.6626822122435785,90.36631269217055,2.189609767824339
2023-01-01 13:00:00,49.77897134217225,86.75754955185907,66.20069699274696,59.88748614018133,54.98973202326559,59.01355454781496,91.10492779859548,93.12388533723056,80.8526451956371,53.680622773262805,5.4342450632268235,54.9216659909499,3.813130155585968,89.41610223530263,2.330279472663254,92.49518999986729,5.117183362314598
2023-01-01 14:00:00,51.37541083743484,90.38582935545334,76.08851150593983,49.77897134217225,55.66919171854354,53.547731558543326,86.75754955185907,91.59485585399914,89.23082825588575,52.99452868790299,4.262360608285541,55.12375158033902,3.849416253185735,93.04915700312618,7.964562169571018,93.79236565081283,6.1837546410221105
2023-01-01 15:00:00,57.829203884101865,102.00409210206614,80.51038034347194,51.37541083743484,59.88748614018133,53.547731558543326,90.38582935545334,91.10492779859548,89.23082825588575,55.13562009371234,3.3565054127265364,55.21259388718182,3.8706153008915756,97.7656202334744,6.414586592414413,93.52558360994907,6.330313748979268
2023-01-01 16:00:00,56.20224555960032,100.90693924290372,76.60033839040868,57.829203884101865,49.77897134217225,54.98973202326559,102.00409210206614,86.75754955185907,93.12388533723056,56.74456500110083,0.9393248266112586,54.886292140413026,3.458247904315002,97.6350649845955,6.639914643643779,94.92465439338245,6.609785271025532
2023-01-01 17:00:00,56.20224555960032,89.99416360881663,75.26924448946856,56.20224555960032,51.37541083743484,55.66919171854354,100.90693924290372,90.38582935545334,91.59485585399914,56.77805559292309,0.9973322332229468,55.920501869865326,2.3874922174370674,96.80015178363873,5.936028250196231,98.06168268895892,6.422296079957259
2023-01-01 18:00:00,57.929675659568616,99.4993524991958,77.75347215479925,56.20224555960032,57.829203884101865,59.88748614018133,89.99416360881663,102.00409210206614,91.10492779859548,56.7053836460183,1.0658568982433319,59.17988316363054,5.821294902532321,98.35774514444346,7.855242660946796,97.50570111040946,7.30362234512
